,uniprotID,ENST,canonical_uniprot_id_isoform
1464,Q68DY1,ENST00000601440,Q68DY1-1
1465,Q68DY9,ENST00000343280,Q68DY9-1
1466,Q68G74,ENST00000294638,Q68G74-1
1467,Q69YI7,ENST00000373078,Q69YI7-1
1468,Q6AHZ1,ENST00000624776,Q6AHZ1-1
1471,Q6AW86,ENST00000545523,Q6AW86-1
1473,Q6DJT9,ENST00000429357,Q6DJT9-1
1475,Q6ECI4,ENST00000391709,Q6ECI4-1
1477,Q6EKJ0,ENST00000472837,Q6EKJ0-1
1478,Q6ISB3,ENST00000646743,Q6ISB3-1
1479,Q6MZP7,ENST00000505397,Q6MZP7-1
1481,Q6N021,ENST00000380013,Q6N021-1
1483,Q6N043,ENST00000267807,Q6N043-1
1484,Q6NSZ9,ENST00000394152,Q6NSZ9-1
1486,Q6NT04,ENST00000396862,Q6NT04-1
1487,Q6NT76,ENST00000397358,Q6NT76-1
1489,Q6NUN9,ENST00000340622,Q6NUN9-1
1490,Q6P1L6,ENST00000278772,Q6P1L6-1
1491,Q6P1N0,ENST00000318003,Q6P1N0-1
1493,Q6P2D0,ENST00000570010,Q6P2D0-1
1495,Q6P3V2,ENST00000292841,Q6P3V2-1
1496,Q6P9A3,ENST00000376233,Q6P9A3-1
1497,Q6P9G9,ENST00000339249,Q6P9G9-1
1498,Q6PCT2,ENST00000562319,Q6PCT2-1
1499,Q6PDB4,ENST00000422689,Q6PDB4-1
1500,Q6PF04,ENST00000293471,Q6PF04-1
1501,Q6PIV2,ENST00000317011,Q6PIV2-1
1502,Q6PK81,ENST00000282292,Q6PK81-1
1503,Q6V9R5,ENST00000453372,Q6V9R5-1
1504,Q6XYB7,ENST00000377566,Q6XYB7-1
1505,Q6ZMS7,ENST00000434415,Q6ZMS7-2
1506,Q6ZN11,ENST00000627814,Q6ZN11-1
1509,Q6ZN17,ENST00000345080,Q6ZN17-1
1510,Q6ZN18,ENST00000398864,Q6ZN18-1
1511,Q6ZN19,ENST00000426391,Q6ZN19-1
1512,Q6ZN30,ENST00000380672,Q6ZN30-1
1513,Q6ZN55,ENST00000600245,Q6ZN55-1
1515,Q6ZNB6,ENST00000507489,Q6ZNB6-1
1518,Q6ZNG0,ENST00000314529,Q6ZNG0-1
1519,Q6ZR52,ENST00000355504,Q6ZR52-1
1520,Q6ZRS2,ENST00000262518,Q6ZRS2-1
1523,Q6ZS27,ENST00000440367,Q6ZS27-1
1524,Q6ZSB9,ENST00000337872,Q6ZSB9-1
1525,Q6ZSS3,ENST00000403205,Q6ZSS3-1
1527,Q6ZSZ6,ENST00000580243,Q6ZSZ6-1
1528,Q6ZV50,ENST00000646893,Q6ZV50-1
1529,Q70SY1,ENST00000330387,Q70SY1-1
1530,Q70YC5,ENST00000395254,Q70YC5-1
1531,Q76KX8,ENST00000332323,Q76KX8-1
1532,Q7L2R6,ENST00000396408,Q7L2R6-1
1533,Q7LFL8,ENST00000511048,Q7LFL8-1
1535,Q7RTV3,ENST00000375256,Q7RTV3-1
1536,Q7Z340,ENST00000282296,Q7Z340-1
1537,Q7Z353,ENST00000373177,Q7Z353-1
1539,Q7Z398,ENST00000699333,Q7Z398-1
1543,Q7Z4V0,ENST00000442986,Q7Z4V0-1
1547,Q7Z591,ENST00000374088,Q7Z591-1
1549,Q7Z6K1,ENST00000415914,Q7Z6K1-1
1550,Q7Z7L9,ENST00000708208,Q7Z7L9-1
1556,Q86T29,ENST00000360187,Q86T29-1
1557,Q86UP8,ENST00000451013,Q86UP8-1
1558,Q86UQ0,ENST00000448461,Q86UQ0-1
1560,Q86V15,ENST00000377022,Q86V15-1
1561,Q86VK4,ENST00000555044,Q86VK4-1
1562,Q86VZ6,ENST00000283928,Q86VZ6-1
1563,Q86W11,ENST00000420878,Q86W11-1
1565,Q86WP2,ENST00000506184,Q86WP2-1
1566,Q86WZ6,ENST00000621083,Q86WZ6-1
1568,Q86YE8,ENST00000536220,Q86YE8-1
1569,Q86YF9,ENST00000376829,Q86YF9-1
1571,Q86YP4,ENST00000360315,Q86YP4-1
1573,Q8IUM7,ENST00000311034,Q8IUM7-1
1574,Q8IUX7,ENST00000223357,Q8IUX7-1
1575,Q8IVH2,ENST00000704756,Q8IVH2-1
1577,Q8IVP9,ENST00000282282,Q8IVP9-1
1578,Q8IVW6,ENST00000622429,Q8IVW6-1
1579,Q8IW36,ENST00000339986,Q8IW36-4
1580,Q8IWI9,ENST00000219905,Q8IWI9-4
1581,Q8IWY8,ENST00000684362,Q8IWY8-1
1583,Q8IXF0,ENST00000356141,Q8IXF0-1
1584,Q8IXT2,ENST00000269945,Q8IXT2-1
1585,Q8IXZ3,ENST00000361443,Q8IXZ3-3
1586,Q8IYH5,ENST00000370801,Q8IYH5-1
1587,Q8IZ20,ENST00000436292,Q8IZ20-1
1589,Q8IZC7,ENST00000592502,Q8IZC7-1
1591,Q8N0Y2,ENST00000337080,Q8N0Y2-1
1592,Q8N184,ENST00000682579,Q8N184-3
1594,Q8N187,ENST00000438828,Q8N187-1
1596,Q8N1G0,ENST00000336715,Q8N1G0-1
1598,Q8N1L9,ENST00000301887,Q8N1L9-1
1599,Q8N228,ENST00000369020,Q8N228-1
1600,Q8N2I2,ENST00000314686,Q8N2I2-1
1601,Q8N2R0,ENST00000522510,Q8N2R0-1
1603,Q8N2Z9,ENST00000309048,Q8N2Z9-1
1604,Q8N393,ENST00000491431,Q8N393-1
1605,Q8N3X6,ENST00000382226,Q8N3X6-1
1606,Q8N4W9,ENST00000359798,Q8N4W9-1
1607,Q8N554,ENST00000443381,Q8N554-1
1608,Q8N587,ENST00000302851,Q8N587-1
1609,Q8N5A5,ENST00000328969,Q8N5A5-1
1610,Q8N720,ENST00000394163,Q8N720-1
1612,Q8N7K0,ENST00000344980,Q8N7K0-1
1613,Q8N823,ENST00000652185,Q8N823-1
1617,Q8N883,ENST00000270649,Q8N883-1
1618,Q8N8E2,ENST00000323703,Q8N8E2-1
1619,Q8N8J6,ENST00000602063,Q8N8J6-1
1621,Q8N8Z8,ENST00000357901,Q8N8Z8-1
1622,Q8N988,ENST00000414706,Q8N988-1
1623,Q8N9K5,ENST00000355114,Q8N9K5-1
1624,Q8N9L1,ENST00000484399,Q8N9L1-1
1627,Q8N9Z0,ENST00000616431,Q8N9Z0-1
1631,Q8NA19,ENST00000400105,Q8NA19-1
1632,Q8NA31,ENST00000558713,Q8NA31-1
1634,Q8NAP8,ENST00000609129,Q8NAP8-1
1635,Q8NB15,ENST00000361518,Q8NB15-2
1636,Q8NB42,ENST00000436120,Q8NB42-1
1637,Q8NB50,ENST00000502412,Q8NB50-1
1638,Q8NBB4,ENST00000282326,Q8NBB4-1
1639,Q8NC26,ENST00000600687,Q8NC26-1
1642,Q8NCK3,ENST00000374435,Q8NCK3-1
1644,Q8NDQ6,ENST00000592533,Q8NDQ6-1
1647,Q8NDW4,ENST00000395867,Q8NDW4-1
1649,Q8NEA6,ENST00000682749,Q8NEA6-1
1651,Q8NEK5,ENST00000366197,Q8NEK5-1
1652,Q8NEM1,ENST00000309683,Q8NEM1-1
1653,Q8NEP9,ENST00000334241,Q8NEP9-1
1654,Q8NF99,ENST00000330501,Q8NF99-1
1655,Q8NFU7,ENST00000373644,Q8NFU7-1
1656,Q8NHM5,ENST00000377071,Q8NHM5-1
1657,Q8NHY6,ENST00000301318,Q8NHY6-1
1658,Q8NI51,ENST00000609232,Q8NI51-1
1662,Q8TA94,ENST00000293725,Q8TA94-1
1663,Q8TAF7,ENST00000588268,Q8TAF7-1
1664,Q8TAQ5,ENST00000337995,Q8TAQ5-1
1665,Q8TAU3,ENST00000312026,Q8TAU3-1
1666,Q8TBB0,ENST00000514480,Q8TBB0-1
1668,Q8TBC5,ENST00000601144,Q8TBC5-1
1670,Q8TBJ5,ENST00000283268,Q8TBJ5-1
1673,Q8TC21,ENST00000398612,Q8TC21-1
1676,Q8TCN5,ENST00000355898,Q8TCN5-1
1678,Q8TD17,ENST00000475153,Q8TD17-1
1679,Q8TDD2,ENST00000708982,Q8TDD2-1
1683,Q8TE12,ENST00000367893,Q8TE12-1
1686,Q8TE85,ENST00000350501,Q8TE85-1
1687,Q8TEK3,ENST00000398665,Q8TEK3-2
1688,Q8TEY5,ENST00000368607,Q8TEY5-1
1691,Q8TF20,ENST00000338977,Q8TF20-1
1692,Q8TF39,ENST00000309235,Q8TF39-1
1693,Q8TF47,ENST00000570495,Q8TF47-1
1696,Q8TF68,ENST00000396801,Q8TF68-1
1698,Q8WTV1,ENST00000054650,Q8WTV1-1
1699,Q8WV37,ENST00000595962,Q8WV37-1
1701,Q8WW38,ENST00000407775,Q8WW38-1
1702,Q8WWB7,ENST00000647767,Q8WWB7-1
1704,Q8WY36,ENST00000325805,Q8WY36-1
1705,Q8WY91,ENST00000407315,Q8WY91-1
1706,Q8WYA1,ENST00000266503,Q8WYA1-1
1707,Q8WYK2,ENST00000651602,Q8WYK2-1
1711,Q8WYN3,ENST00000651982,Q8WYN3-1
1714,Q8WYP5,ENST00000648844,Q8WYP5-1
1715,Q92481,ENST00000393655,Q92481-1
1716,Q92570,ENST00000395097,Q92570-1
1717,Q92664,ENST00000381140,Q92664-1
1718,Q92731,ENST00000341099,Q92731-1
1719,Q92753,ENST00000396204,Q92753-2
1720,Q92754,ENST00000201031,Q92754-1
1721,Q92766,ENST00000379933,Q92766-1
1723,Q92782,ENST00000355526,Q92782-2
1724,Q92784,ENST00000556509,Q92784-1
1725,Q92908,ENST00000581694,Q92908-1
1727,Q92985,ENST00000621391,Q92985-1
1729,Q92988,ENST00000240306,Q92988-1
1730,Q969W8,ENST00000452939,Q969W8-1
1733,Q96AP4,ENST00000368576,Q96AP4-1
1734,Q96AV8,ENST00000322886,Q96AV8-1
1735,Q96BA8,ENST00000621158,Q96BA8-1
1736,Q96BD5,ENST00000418153,Q96BD5-1
1737,Q96BR6,ENST00000343381,Q96BR6-1
1738,Q96BR9,ENST00000373510,Q96BR9-1
1739,Q96BT3,ENST00000562787,Q96BT3-1
1741,Q96CX3,ENST00000627775,Q96CX3-1
1745,Q96DT7,ENST00000455036,Q96DT7-1
1747,Q96E29,ENST00000287025,Q96E29-1
1748,Q96F45,ENST00000372524,Q96F45-1
1749,Q96GC6,ENST00000617501,Q96GC6-1
1751,Q96GD3,ENST00000326197,Q96GD3-1
1752,Q96GE5,ENST00000430385,Q96GE5-1
1753,Q96H12,ENST00000622639,Q96H12-1
1756,Q96H86,ENST00000252797,Q96H86-1
1757,Q96HQ0,ENST00000221735,Q96HQ0-1
1758,Q96HZ4,ENST00000272937,Q96HZ4-1
1759,Q96IQ9,ENST00000255616,Q96IQ9-1
1760,Q96IT1,ENST00000709067,Q96IT1-1
1764,Q96JB3,ENST00000443632,Q96JB3-1
1767,Q96JL9,ENST00000292530,Q96JL9-1
1768,Q96JM2,ENST00000277225,Q96JM2-1
1769,Q96JM7,ENST00000368136,Q96JM7-1
1771,Q96JN0,ENST00000675971,Q96JN0-1
1777,Q96JP5,ENST00000316059,Q96JP5-1
1778,Q96K58,ENST00000538906,Q96K58-1
1782,Q96KN3,ENST00000298282,Q96KN3-1
1783,Q96LI6,ENST00000307393,Q96LI6-1
1785,Q96LW9,ENST00000439158,Q96LW9-1
1789,Q96LX7,ENST00000528266,Q96LX7-4
1790,Q96ME7,ENST00000355467,Q96ME7-1
1791,Q96MN9,ENST00000585316,Q96MN9-1
1792,Q96MU6,ENST00000620195,Q96MU6-1
1793,Q96N22,ENST00000402377,Q96N22-1
1794,Q96N77,ENST00000544117,Q96N77-1
1796,Q96N95,ENST00000589332,Q96N95-1
1797,Q96NG5,ENST00000708542,Q96NG5-1
1801,Q96NI8,ENST00000330173,Q96NI8-1
1802,Q96NJ3,ENST00000614994,Q96NJ3-1
1804,Q96NL3,ENST00000329285,Q96NL3-1
1805,Q96NX9,ENST00000373125,Q96NX9-1
1806,Q96NZ1,ENST00000299162,Q96NZ1-1
1807,Q96PM9,ENST00000338010,Q96PM9-4
1808,Q96PN7,ENST00000695966,Q96PN7-1
1810,Q96PQ6,ENST00000247956,Q96PQ6-1
1811,Q96RE9,ENST00000446148,Q96RE9-1
1813,Q96RI1,ENST00000551379,Q96RI1-3
1814,Q96RK0,ENST00000681038,Q96RK0-1
1815,Q96SE7,ENST00000334197,Q96SE7-1
1816,Q96SF7,ENST00000369429,Q96SF7-1
1817,Q96SK3,ENST00000355202,Q96SK3-1
1818,Q96SQ5,ENST00000339656,Q96SQ5-1
1819,Q96SQ7,ENST00000306279,Q96SQ7-1
1820,Q96SR6,ENST00000292928,Q96SR6-1
1821,Q96SZ4,ENST00000252463,Q96SZ4-1
1822,Q96T68,ENST00000354234,Q96T68-1
1823,Q99081,ENST00000557843,Q99081-1
1825,Q99592,ENST00000696618,Q99592-1
1828,Q99593,ENST00000405440,Q99593-1
1830,Q99612,ENST00000497571,Q99612-1
1831,Q99687,ENST00000558555,Q99687-1
1832,Q99697,ENST00000394595,Q99697-1
1834,Q99742,ENST00000602212,Q99742-1
1836,Q99801,ENST00000380871,Q99801-1
1837,Q99941,ENST00000427136,Q99941-1
1841,Q9BQA5,ENST00000350777,Q9BQA5-1
1842,Q9BQW3,ENST00000609451,Q9BQW3-2
1843,Q9BR84,ENST00000393883,Q9BR84-1
1845,Q9BRP0,ENST00000278780,Q9BRP0-1
1846,Q9BRR0,ENST00000377255,Q9BRR0-1
1848,Q9BSG1,ENST00000614034,Q9BSG1-2
1849,Q9BSK1,ENST00000638348,Q9BSK1-1
1851,Q9BT81,ENST00000646538,Q9BT81-1
1853,Q9BU19,ENST00000306601,Q9BU19-1
1854,Q9BUG6,ENST00000683990,Q9BUG6-1
1857,Q9BV97,ENST00000568028,Q9BV97-3
1858,Q9BVI0,ENST00000374012,Q9BVI0-1
1859,Q9BW11,ENST00000513063,Q9BW11-1
1861,Q9BWE0,ENST00000444957,Q9BWE0-3
1864,Q9BX82,ENST00000308031,Q9BX82-1
1865,Q9BXA9,ENST00000614883,Q9BXA9-1
1867,Q9BYE0,ENST00000317814,Q9BYE0-1
1868,Q9BYE7,ENST00000369847,Q9BYE7-1
1869,Q9BYM8,ENST00000356286,Q9BYM8-1
1870,Q9BYN7,ENST00000375200,Q9BYN7-1
1871,Q9BZS1,ENST00000376207,Q9BZS1-1
1872,Q9C0A1,ENST00000419474,Q9C0A1-1
1873,Q9C0G0,ENST00000299687,Q9C0G0-1
1874,Q9C0K0,ENST00000357195,Q9C0K0-1
1875,Q9GZN2,ENST00000650844,Q9GZN2-1
1880,Q9GZR2,ENST00000630460,Q9GZR2-1
1882,Q9GZU2,ENST00000599577,Q9GZU2-1
1885,Q9H0D2,ENST00000391901,Q9H0D2-3
1886,Q9H116,ENST00000377051,Q9H116-1
1888,Q9H165,ENST00000642384,Q9H165-1
1889,Q9H1K0,ENST00000476527,Q9H1K0-1
1891,Q9H2S9,ENST00000547167,Q9H2S9-1
1894,Q9H2W2,ENST00000366810,Q9H2W2-1
1895,Q9H334,ENST00000318789,Q9H334-1
1901,Q9H3D4,ENST00000264731,Q9H3D4-1
1902,Q9H4I2,ENST00000683867,Q9H4I2-1
1907,Q9H4W6,ENST00000355311,Q9H4W6-1
1908,Q9H4Z2,ENST00000322927,Q9H4Z2-1
1909,Q9H582,ENST00000370440,Q9H582-1
1911,Q9H7B4,ENST00000490107,Q9H7B4-1
1912,Q9H7R0,ENST00000545749,Q9H7R0-1
1914,Q9H898,ENST00000297737,Q9H898-1
1915,Q9H930,ENST00000415673,Q9H930-4
1916,Q9H9S0,ENST00000229307,Q9H9S0-1
1917,Q9HAK2,ENST00000520164,Q9HAK2-1
1918,Q9HAP2,ENST00000629738,Q9HAP2-1
1921,Q9HAW0,ENST00000220659,Q9HAW0-1
1922,Q9HAZ2,ENST00000270722,Q9HAZ2-1
1923,Q9HB58,ENST00000698099,Q9HB58-1
1925,Q9HBE1,ENST00000266269,Q9HBE1-1
1926,Q9HBT8,ENST00000583566,Q9HBT8-1
1929,Q9HBU1,ENST00000253968,Q9HBU1-1
1930,Q9HBZ2,ENST00000303329,Q9HBZ2-1
1931,Q9HC78,ENST00000474710,Q9HC78-1
1935,Q9HCG1,ENST00000683776,Q9HCG1-1
1939,Q9NP66,ENST00000381714,Q9NP66-1
1941,Q9NP71,ENST00000313375,Q9NP71-1
1942,Q9NPC7,ENST00000356716,Q9NPC7-1
1944,Q9NQ69,ENST00000367387,Q9NQ69-1
1945,Q9NQB0,ENST00000355995,Q9NQB0-1
1946,Q9NQV8,ENST00000504452,Q9NQV8-1
1949,Q9NQX0,ENST00000407847,Q9NQX0-3
1950,Q9NQX1,ENST00000264808,Q9NQX1-1
1951,Q9NR48,ENST00000368346,Q9NR48-1
1952,Q9NR83,ENST00000266077,Q9NR83-1
1953,Q9NRE2,ENST00000371497,Q9NRE2-1
1954,Q9NS56,ENST00000360538,Q9NS56-1
1955,Q9NSC2,ENST00000685868,Q9NSC2-1
1958,Q9NSD4,ENST00000650114,Q9NSD4-1
1959,Q9NTW7,ENST00000361387,Q9NTW7-1
1960,Q9NU63,ENST00000552987,Q9NU63-1
1966,Q9NUA8,ENST00000404138,Q9NUA8-1
1968,Q9NV72,ENST00000540331,Q9NV72-1
1970,Q9NVV9,ENST00000254250,Q9NVV9-1
1971,Q9NWS9,ENST00000594369,Q9NWS9-1
1972,Q9NX45,ENST00000379881,Q9NX45-1
1973,Q9NX65,ENST00000396852,Q9NX65-1
1974,Q9NXT0,ENST00000396154,Q9NXT0-1
1975,Q9NYT6,ENST00000590089,Q9NYT6-1
1978,Q9NYW8,ENST00000396912,Q9NYW8-1
1980,Q9NZC4,ENST00000533754,Q9NZC4-1
1983,Q9NZI5,ENST00000324907,Q9NZI5-1
1984,Q9NZI7,ENST00000283629,Q9NZI7-1
1986,Q9NZR4,ENST00000376709,Q9NZR4-1
1987,Q9P016,ENST00000392595,Q9P016-1
1990,Q9P0K8,ENST00000162391,Q9P0K8-1
1991,Q9P0L1,ENST00000629379,Q9P0L1-1
1995,Q9P0U4,ENST00000285106,Q9P0U4-1
1996,Q9P0W2,ENST00000333651,Q9P0W2-1
1997,Q9P243,ENST00000377838,Q9P243-1
1998,Q9P2J8,ENST00000311331,Q9P2J8-1
1999,Q9UBB5,ENST00000256429,Q9UBB5-1
2000,Q9UBG7,ENST00000343694,Q9UBG7-1
2001,Q9UBR4,ENST00000371748,Q9UBR4-1
2002,Q9UBX2,ENST00000710433,Q9UBX2-1
2007,Q9UC07,ENST00000429654,Q9UC07-1
2008,Q9UDV7,ENST00000610704,Q9UDV7-1
2009,Q9UFB7,ENST00000232974,Q9UFB7-1
2010,Q9UGL1,ENST00000367265,Q9UGL1-1
2011,Q9UGU0,ENST00000359486,Q9UGU0-1
2016,Q9UH73,ENST00000313708,Q9UH73-1
2017,Q9UH92,ENST00000246912,Q9UH92-1
2018,Q9UHF7,ENST00000640765,Q9UHF7-1
2020,Q9UHL9,ENST00000265755,Q9UHL9-1
2021,Q9UI36,ENST00000619232,Q9UI36-1
2022,Q9UIF8,ENST00000392783,Q9UIF8-1
2023,Q9UIF9,ENST00000551812,Q9UIF9-1
2024,Q9UIS9,ENST00000269468,Q9UIS9-1
2027,Q9UJL9,ENST00000411995,Q9UJL9-1
2029,Q9UJQ4,ENST00000217086,Q9UJQ4-1
2030,Q9UJU2,ENST00000265165,Q9UJU2-1
2031,Q9UJU3,ENST00000337401,Q9UJU3-1
2032,Q9UJV8,ENST00000523392,Q9UJV8-1
2034,Q9UJW7,ENST00000614049,Q9UJW7-1
2035,Q9UJW8,ENST00000221327,Q9UJW8-1
2036,Q9UK12,ENST00000187879,Q9UK12-1
2037,Q9UKI9,ENST00000543440,Q9UKI9-1
2038,Q9UKS7,ENST00000434687,Q9UKS7-1
2039,Q9UKT9,ENST00000346872,Q9UKT9-1
2040,Q9UKW6,ENST00000312319,Q9UKW6-1
2041,Q9UKY1,ENST00000522655,Q9UKY1-1
2044,Q9UL36,ENST00000253159,Q9UL36-1
2045,Q9UL40,ENST00000358149,Q9UL40-1
2046,Q9UL49,ENST00000335351,Q9UL49-3
2047,Q9UL58,ENST00000414517,Q9UL58-1
2049,Q9UL68,ENST00000428368,Q9UL68-1
2052,Q9ULD9,ENST00000513986,Q9ULD9-1
2054,Q9ULJ3,ENST00000310826,Q9ULJ3-1
2057,Q9ULL5,ENST00000418929,Q9ULL5-3
2058,Q9ULV5,ENST00000521374,Q9ULV5-1
2059,Q9ULX6,ENST00000397410,Q9ULX6-1
2060,Q9ULX9,ENST00000538320,Q9ULX9-1
2064,Q9UM63,ENST00000674357,Q9UM63-1
2074,Q9UNY5,ENST00000250076,Q9UNY5-1
2075,Q9UPM6,ENST00000373755,Q9UPM6-1
2076,Q9UPW0,ENST00000545068,Q9UPW0-1
2080,Q9UPW6,ENST00000260926,Q9UPW6-1
2084,Q9UQ80,ENST00000303305,Q9UQ80-1
2085,Q9UQR1,ENST00000700044,Q9UQR1-1
2091,Q9Y222,ENST00000394703,Q9Y222-1
2093,Q9Y261,ENST00000377115,Q9Y261-1
2094,Q9Y2G1,ENST00000278836,Q9Y2G1-1
2095,Q9Y2K1,ENST00000683701,Q9Y2K1-1
2097,Q9Y2K7,ENST00000529006,Q9Y2K7-1
2098,Q9Y2N7,ENST00000377670,Q9Y2N7-1
2099,Q9Y2P7,ENST00000282308,Q9Y2P7-1
2100,Q9Y2Q1,ENST00000594947,Q9Y2Q1-1
2101,Q9Y2V3,ENST00000334889,Q9Y2V3-1
2102,Q9Y2W7,ENST00000295225,Q9Y2W7-1
2103,Q9Y2X9,ENST00000367353,Q9Y2X9-1
2105,Q9Y3M9,ENST00000376436,Q9Y3M9-1
2107,Q9Y458,ENST00000373294,Q9Y458-1
2111,Q9Y462,ENST00000276123,Q9Y462-1
2113,Q9Y466,ENST00000368986,Q9Y466-1
2114,Q9Y467,ENST00000614342,Q9Y467-1
2115,Q9Y468,ENST00000427442,Q9Y468-5
2116,Q9Y483,ENST00000370298,Q9Y483-1
2117,Q9Y4E5,ENST00000370706,Q9Y4E5-1
2118,Q9Y4X4,ENST00000703967,Q9Y4X4-1
2120,Q9Y543,ENST00000377834,Q9Y543-1
2121,Q9Y5J3,ENST00000354724,Q9Y5J3-1
2122,Q9Y5R5,ENST00000382251,Q9Y5R5-1
2124,Q9Y5R6,ENST00000382276,Q9Y5R6-1
2125,Q9Y5X4,ENST00000617575,Q9Y5X4-1
2126,Q9Y603,ENST00000340181,Q9Y603-1
2127,Q9Y692,ENST00000294409,Q9Y692-1
2128,Q9Y6Q3,ENST00000374227,Q9Y6Q3-1
2129,Q9Y6Q9,ENST00000371998,Q9Y6Q9-1
2130,Q9Y6X0,ENST00000649279,Q9Y6X0-1
2135,Q9Y6Y1,ENST00000303635,Q9Y6Y1-1
