,chr,start,end,PhyloP,P,q
7544,2,24729562,24729563,5.887,1.2971792709839573e-06,2.2125674678253426e-06
7545,2,24729563,24729564,4.663,2.1727011788637433e-05,3.248275972368148e-05
7546,2,24729564,24729565,6.36,4.365158322401656e-07,9.58833066803275e-07
7547,2,24729565,24729566,7.019,9.571940712948441e-08,3.1038566257814636e-07
7548,2,24729566,24729567,8.796,1.5995580286146711e-09,7.853911032338016e-09
7549,2,24729567,24729568,6.335,4.6238102139926035e-07,9.58833066803275e-07
7551,2,24729569,24729570,8.796,1.5995580286146711e-09,7.853911032338016e-09
7552,2,24729570,24729571,6.335,4.6238102139926035e-07,9.58833066803275e-07
7554,2,24729572,24729573,6.335,4.6238102139926035e-07,9.58833066803275e-07
7555,2,24729573,24729574,8.796,1.5995580286146711e-09,7.853911032338016e-09
7556,2,24729574,24729575,1.87,0.013489628825916533,0.016255274450715534
7557,2,24729575,24729576,5.967,1.0789467222298297e-06,1.8728650227939094e-06
7558,2,24729576,24729577,8.903,1.250259030217719e-09,7.853911032338016e-09
7559,2,24729577,24729578,2.444,0.0035974933515574236,0.004558528625803636
7560,2,24729578,24729579,1.832,0.014723125024327186,0.01765304143117868
7561,2,24729579,24729580,1.587,0.025882129151530917,0.030421124234869763
7562,2,24729580,24729581,2.48,0.003311311214825911,0.004208512482014654
7563,2,24729581,24729582,4.243,5.714786366718666e-05,8.39980279166246e-05
7564,2,24729582,24729583,4.739,1.8238957023196385e-05,2.8312977357445693e-05
7566,2,24729584,24729585,6.36,4.365158322401656e-07,9.58833066803275e-07
7567,2,24729585,24729586,6.335,4.6238102139926035e-07,9.58833066803275e-07
7570,2,24729588,24729589,8.903,1.250259030217719e-09,7.853911032338016e-09
7572,2,24729590,24729591,8.903,1.250259030217719e-09,7.853911032338016e-09
7573,2,24729591,24729592,6.335,4.6238102139926035e-07,9.58833066803275e-07
7574,2,24729592,24729593,4.946,1.1324003632355578e-05,1.8163059117628238e-05
7575,2,24729593,24729594,5.989,1.025651926251408e-06,1.7872154868351072e-06
7576,2,24729594,24729595,8.903,1.250259030217719e-09,7.853911032338016e-09
7577,2,24729595,24729596,1.38,0.04168693834703355,0.04814488519639877
7578,2,24729596,24729597,6.36,4.365158322401656e-07,9.58833066803275e-07
7579,2,24729597,24729598,6.335,4.6238102139926035e-07,9.58833066803275e-07
7581,2,24729599,24729600,3.716,0.00019230917289101576,0.00026926884981420276
7582,2,24729600,24729601,7.108,7.798301105232593e-08,2.6745875531670014e-07
7584,2,24729602,24729603,3.725,0.00018836490894898002,0.00026441260015125394
7585,2,24729603,24729604,8.903,1.250259030217719e-09,7.853911032338016e-09
7586,2,24729604,24729605,1.412,0.038725764492161724,0.04490101013901249
7587,2,24729605,24729606,7.097,7.998342550070276e-08,2.723975726064396e-07
7588,2,24729606,24729607,8.9,1.2589254117941663e-09,7.853911032338016e-09
7590,2,24729608,24729609,6.36,4.365158322401656e-07,9.58833066803275e-07
7591,2,24729609,24729610,8.903,1.250259030217719e-09,7.853911032338016e-09
7592,2,24729610,24729611,-1.685,0.02065380155810529,0.024450308310657646
7593,2,24729611,24729612,8.903,1.250259030217719e-09,7.853911032338016e-09
7594,2,24729612,24729613,8.903,1.250259030217719e-09,7.853911032338016e-09
7596,2,24729614,24729615,3.697,0.00020090928126087278,0.0002803214320455794
7597,2,24729615,24729616,8.903,1.250259030217719e-09,7.853911032338016e-09
7599,2,24729617,24729618,3.832,0.00014723125024327193,0.0002085999561670142
7600,2,24729618,24729619,8.903,1.250259030217719e-09,7.853911032338016e-09
7601,2,24729619,24729620,2.977,0.0010543868963912592,0.0013973447226866098
7602,2,24729620,24729621,3.722,0.00018967059212111464,0.00026609173263661385
7603,2,24729621,24729622,-3.019,0.0009571940712948441,0.0012754059983679862
7605,2,24729623,24729624,8.903,1.250259030217719e-09,7.853911032338016e-09
7606,2,24729624,24729625,4.735,1.8407720014689545e-05,2.8497595369504645e-05
7608,2,24729626,24729627,3.422,0.00037844258471709315,0.0005122926390485582
7609,2,24729627,24729628,8.903,1.250259030217719e-09,7.853911032338016e-09
7611,2,24729629,24729630,1.53,0.029512092266663854,0.034560236700641164
7612,2,24729630,24729631,5.879,1.3212956341865766e-06,2.248376598590023e-06
7613,2,24729631,24729632,2.481,0.003303695410368149,0.004199107659265733
7614,2,24729632,24729633,8.903,1.250259030217719e-09,7.853911032338016e-09
7615,2,24729633,24729634,8.903,1.250259030217719e-09,7.853911032338016e-09
7617,2,24729635,24729636,6.36,4.365158322401656e-07,9.58833066803275e-07
7618,2,24729636,24729637,6.36,4.365158322401656e-07,9.58833066803275e-07
7619,2,24729637,24729638,5.949,1.1246049739669268e-06,1.9479460586938936e-06
7620,2,24729638,24729639,8.903,1.250259030217719e-09,7.853911032338016e-09
7621,2,24729639,24729640,6.335,4.6238102139926035e-07,9.58833066803275e-07
7623,2,24729641,24729642,7.022,9.50604793656281e-08,3.0933236825203465e-07
7624,2,24729642,24729643,8.796,1.5995580286146711e-09,7.853911032338016e-09
7625,2,24729643,24729644,2.942,0.0011428783347897712,0.0015010121226234478
7626,2,24729644,24729645,3.727,0.0001874994508067419,0.0002634449936432637
7627,2,24729645,24729646,6.36,4.365158322401656e-07,9.58833066803275e-07
7628,2,24729646,24729647,4.209,6.180164001384163e-05,9.05849443489727e-05
7629,2,24729647,24729648,5.659,2.1928049353504495e-06,3.6027299609615337e-06
7630,2,24729648,24729649,4.757,1.7498466886246584e-05,2.7382107981431976e-05
7631,2,24729649,24729650,2.057,0.008770008211436349,0.010745180518933577
7632,2,24729650,24729651,4.744,1.80301774085957e-05,2.808755222781237e-05
7633,2,24729651,24729652,8.796,1.5995580286146711e-09,7.853911032338016e-09
7634,2,24729652,24729653,1.388,0.040926065973001094,0.04730829374037219
7635,2,24729653,24729654,8.903,1.250259030217719e-09,7.853911032338016e-09
7636,2,24729654,24729655,6.335,4.6238102139926035e-07,9.58833066803275e-07
7638,2,24729656,24729657,6.335,4.6238102139926035e-07,9.58833066803275e-07
7639,2,24729657,24729658,6.335,4.6238102139926035e-07,9.58833066803275e-07
7641,2,24729659,24729660,8.903,1.250259030217719e-09,7.853911032338016e-09
7642,2,24729660,24729661,8.903,1.250259030217719e-09,7.853911032338016e-09
7644,2,24729662,24729663,2.921,0.0011994993031493794,0.0015685946294816643
7645,2,24729663,24729664,8.903,1.250259030217719e-09,7.853911032338016e-09
7646,2,24729664,24729665,-7.102,7.906786279998246e-08,2.700837063281902e-07
7648,2,24729666,24729667,6.36,4.365158322401656e-07,9.58833066803275e-07
7649,2,24729667,24729668,3.504,0.00031332857243155857,0.0004283838994294911
7650,2,24729668,24729669,7.021,9.527961640236521e-08,3.0968264488652407e-07
7651,2,24729669,24729670,8.796,1.5995580286146711e-09,7.853911032338016e-09
7654,2,24729672,24729673,4.984,1.0375284158180127e-05,1.674775009443721e-05
7657,2,24729675,24729676,6.36,4.365158322401656e-07,9.58833066803275e-07
7658,2,24729676,24729677,4.955,1.109174815262401e-05,1.7819935492601935e-05
7659,2,24729677,24729678,8.903,1.250259030217719e-09,7.853911032338016e-09
7660,2,24729678,24729679,8.903,1.250259030217719e-09,7.853911032338016e-09
7662,2,24729680,24729681,8.796,1.5995580286146711e-09,7.853911032338016e-09
7663,2,24729681,24729682,6.36,4.365158322401656e-07,9.58833066803275e-07
7664,2,24729682,24729683,1.378,0.041879356511791845,0.048349879974987756
7665,2,24729683,24729684,8.903,1.250259030217719e-09,7.853911032338016e-09
7666,2,24729684,24729685,2.313,0.004864072056914614,0.006056493948292721
7667,2,24729685,24729686,1.534,0.029241523778433354,0.03425163846159887
7668,2,24729686,24729687,8.796,1.5995580286146711e-09,7.853911032338016e-09
7669,2,24729687,24729688,6.36,4.365158322401656e-07,9.58833066803275e-07
7670,2,24729688,24729689,-2.261,0.005482769649208536,0.006780833934836306
7671,2,24729689,24729690,1.77,0.016982436524617443,0.020193842171618674
7672,2,24729690,24729691,8.903,1.250259030217719e-09,7.853911032338016e-09
7674,2,24729692,24729693,5.889,1.2912192736135334e-06,2.204722607962407e-06
7675,2,24729693,24729694,8.903,1.250259030217719e-09,7.853911032338016e-09
7677,2,24729695,24729696,8.903,1.250259030217719e-09,7.853911032338016e-09
7678,2,24729696,24729697,8.903,1.250259030217719e-09,7.853911032338016e-09
7680,2,24729698,24729699,4.138,7.277798045368242e-05,0.00010537848331553078
7681,2,24729699,24729700,8.796,1.5995580286146711e-09,7.853911032338016e-09
7682,2,24729700,24729701,2.324,0.004742419852602448,0.00591600597935002
7683,2,24729701,24729702,8.796,1.5995580286146711e-09,7.853911032338016e-09
7684,2,24729702,24729703,8.796,1.5995580286146711e-09,7.853911032338016e-09
7685,2,24729703,24729704,-2.557,0.002773320104651841,0.003539328046914719
7686,2,24729704,24729705,2.555,0.0027861211686297693,0.0035547315362995345
7687,2,24729705,24729706,7.135,7.328245331389045e-08,2.5821506701376804e-07
7689,2,24729707,24729708,6.36,4.365158322401656e-07,9.58833066803275e-07
7690,2,24729708,24729709,6.36,4.365158322401656e-07,9.58833066803275e-07
7692,2,24729710,24729711,2.328,0.004698941086052156,0.005867414522902323
7693,2,24729711,24729712,8.903,1.250259030217719e-09,7.853911032338016e-09
7695,2,24729713,24729714,5.979,1.0495424286523221e-06,1.8265532975552363e-06
7696,2,24729714,24729715,8.903,1.250259030217719e-09,7.853911032338016e-09
7698,2,24729716,24729717,2.649,0.002243881923782766,0.0028706274670422635
7699,2,24729717,24729718,4.888,1.2941958414499863e-05,2.0512798357636e-05
7701,2,24729719,24729720,2.3,0.005011872336272725,0.0062289589513008555
7702,2,24729720,24729721,6.36,4.365158322401656e-07,9.58833066803275e-07
7703,2,24729721,24729722,6.701,1.9906733389871883e-07,6.024071864580218e-07
7704,2,24729722,24729723,4.965,1.0839269140212039e-05,1.744746335732616e-05
7705,2,24729723,24729724,3.48,0.0003311311214825911,0.00045110582924509657
7706,2,24729724,24729725,4.989,1.0256519262514078e-05,1.6571173676338808e-05
7707,2,24729725,24729726,2.964,0.0010864256236170656,0.0014355969416872778
7708,2,24729726,24729727,6.36,4.365158322401656e-07,9.58833066803275e-07
7709,2,24729727,24729728,7.038,9.162204901219993e-08,3.0482674519921337e-07
7710,2,24729728,24729729,8.903,1.250259030217719e-09,7.853911032338016e-09
7711,2,24729729,24729730,3.712,0.00019408858775927772,0.00027158434054002425
7712,2,24729730,24729731,3.452,0.000353183169791957,0.0004795014573189735
7713,2,24729731,24729732,7.103,7.888601176185548e-08,2.69699442005584e-07
7714,2,24729732,24729733,8.903,1.250259030217719e-09,7.853911032338016e-09
7715,2,24729733,24729734,2.099,0.007961593504173184,0.00977378851506751
7716,2,24729734,24729735,2.067,0.008570378452303693,0.010505886655831327
7717,2,24729735,24729736,8.796,1.5995580286146711e-09,7.853911032338016e-09
7719,2,24729737,24729738,8.903,1.250259030217719e-09,7.853911032338016e-09
7720,2,24729738,24729739,6.335,4.6238102139926035e-07,9.58833066803275e-07
7721,2,24729739,24729740,-3.657,0.0002202926463053456,0.0003055028475117571
7722,2,24729740,24729741,1.392,0.040550853544838394,0.04690245362714413
7723,2,24729741,24729742,8.903,1.250259030217719e-09,7.853911032338016e-09
7725,2,24729743,24729744,5.032,9.289663867799363e-06,1.5101917607159115e-05
7726,2,24729744,24729745,4.72,1.9054607179632484e-05,2.924755091131242e-05
7727,2,24729745,24729746,-3.155,0.0006998419960022738,0.0009364781781329807
7728,2,24729746,24729747,6.335,4.6238102139926035e-07,9.58833066803275e-07
7730,2,24729748,24729749,4.211,6.151768727098677e-05,9.018234137146919e-05
7731,2,24729749,24729750,4.742,1.8113400926196025e-05,2.8181071793872876e-05
7732,2,24729750,24729751,8.796,1.5995580286146711e-09,7.853911032338016e-09
7733,2,24729751,24729752,3.688,0.00020511621788255646,0.0002856991635712118
7734,2,24729752,24729753,8.903,1.250259030217719e-09,7.853911032338016e-09
7735,2,24729753,24729754,8.903,1.250259030217719e-09,7.853911032338016e-09
7736,2,24729754,24729755,1.45,0.03548133892335755,0.04131167571033241
7737,2,24729755,24729756,7.1,7.943282347242822e-08,2.7085450487099646e-07
7738,2,24729756,24729757,8.903,1.250259030217719e-09,7.853911032338016e-09
7740,2,24729758,24729759,6.999,1.0023052380779004e-07,3.2068159855107155e-07
7741,2,24729759,24729760,8.903,1.250259030217719e-09,7.853911032338016e-09
7743,2,24729761,24729762,8.796,1.5995580286146711e-09,7.853911032338016e-09
7744,2,24729762,24729763,8.903,1.250259030217719e-09,7.853911032338016e-09
7746,2,24729764,24729765,8.903,1.250259030217719e-09,7.853911032338016e-09
7747,2,24729765,24729766,8.903,1.250259030217719e-09,7.853911032338016e-09
7749,2,24729767,24729768,6.335,4.6238102139926035e-07,9.58833066803275e-07
7750,2,24729768,24729769,6.335,4.6238102139926035e-07,9.58833066803275e-07
7751,2,24729769,24729770,2.06,0.008709635899560805,0.01067255629893242
7752,2,24729770,24729771,8.903,1.250259030217719e-09,7.853911032338016e-09
7753,2,24729771,24729772,6.335,4.6238102139926035e-07,9.58833066803275e-07
7755,2,24729773,24729774,7.143,7.194489780036998e-08,2.550737870044846e-07
7756,2,24729774,24729775,6.36,4.365158322401656e-07,9.58833066803275e-07
7758,2,24729776,24729777,3.981,0.00010447202192208004,0.00014884220137986387
7759,2,24729777,24729778,8.796,1.5995580286146711e-09,7.853911032338016e-09
7761,2,24729779,24729780,8.903,1.250259030217719e-09,7.853911032338016e-09
7762,2,24729780,24729781,6.36,4.365158322401656e-07,9.58833066803275e-07
7764,2,24729782,24729783,8.903,1.250259030217719e-09,7.853911032338016e-09
7765,2,24729783,24729784,6.335,4.6238102139926035e-07,9.58833066803275e-07
7767,2,24729785,24729786,7.124,7.516228940182061e-08,2.614276194704111e-07
7768,2,24729786,24729787,6.36,4.365158322401656e-07,9.58833066803275e-07
7770,2,24729788,24729789,7.125,7.498942093324559e-08,2.6134061860639793e-07
7771,2,24729789,24729790,6.335,4.6238102139926035e-07,9.58833066803275e-07
7772,2,24729790,24729791,-1.381,0.04159106104940221,0.04803986217451002
7773,2,24729791,24729792,8.903,1.250259030217719e-09,7.853911032338016e-09
7774,2,24729792,24729793,6.335,4.6238102139926035e-07,9.58833066803275e-07
7776,2,24729794,24729795,4.934,1.1641260294104908e-05,1.861357104426659e-05
7777,2,24729795,24729796,8.796,1.5995580286146711e-09,7.853911032338016e-09
7778,2,24729796,24729797,-1.888,0.012941958414499863,0.015619521877909425
7780,2,24729798,24729799,6.36,4.365158322401656e-07,9.58833066803275e-07
7782,2,24729800,24729801,8.889,1.291219273613536e-09,7.853911032338016e-09
7783,2,24729801,24729802,6.335,4.6238102139926035e-07,9.58833066803275e-07
7784,2,24729802,24729803,2.335,0.004623810213992603,0.00578065470618944
7785,2,24729803,24729804,8.796,1.5995580286146711e-09,7.853911032338016e-09
7786,2,24729804,24729805,8.796,1.5995580286146711e-09,7.853911032338016e-09
7788,2,24729806,24729807,8.903,1.250259030217719e-09,7.853911032338016e-09
7789,2,24729807,24729808,6.335,4.6238102139926035e-07,9.58833066803275e-07
7790,2,24729808,24729809,-4.025,9.440608762859227e-05,0.00013489656513285215
7791,2,24729809,24729810,8.903,1.250259030217719e-09,7.853911032338016e-09
7792,2,24729810,24729811,6.291,5.116818355403073e-07,9.6140606188734e-07
7793,2,24729811,24729812,2.635,0.0023173946499684796,0.0029633083971941565
7794,2,24729812,24729813,8.84,1.445439770745928e-09,7.853911032338016e-09
7795,2,24729813,24729814,6.335,4.6238102139926035e-07,9.58833066803275e-07
7796,2,24729814,24729815,4.139,7.261059574351543e-05,0.00010515178109944663
7798,2,24739432,24739433,6.36,4.365158322401656e-07,9.58833066803275e-07
7799,2,24739433,24739434,1.922,0.011967405313072436,0.014485604277038374
7801,2,24739435,24739436,6.36,4.365158322401656e-07,9.58833066803275e-07
7803,2,24739437,24739438,8.903,1.250259030217719e-09,7.853911032338016e-09
7804,2,24739438,24739439,6.335,4.6238102139926035e-07,9.58833066803275e-07
7805,2,24739439,24739440,2.954,0.0011117317272815908,0.0014648549724543217
7806,2,24739440,24739441,8.903,1.250259030217719e-09,7.853911032338016e-09
7807,2,24739441,24739442,6.335,4.6238102139926035e-07,9.58833066803275e-07
7808,2,24739442,24739443,-5.063,8.649679187756939e-06,1.4103967833575827e-05
7809,2,24739443,24739444,6.335,4.6238102139926035e-07,9.58833066803275e-07
7810,2,24739444,24739445,6.335,4.6238102139926035e-07,9.58833066803275e-07
7811,2,24739445,24739446,1.386,0.04111497211045223,0.047518183602420654
7812,2,24739446,24739447,8.903,1.250259030217719e-09,7.853911032338016e-09
7813,2,24739447,24739448,8.796,1.5995580286146711e-09,7.853911032338016e-09
7815,2,24739449,24739450,8.903,1.250259030217719e-09,7.853911032338016e-09
7816,2,24739450,24739451,6.335,4.6238102139926035e-07,9.58833066803275e-07
7818,2,24739452,24739453,8.796,1.5995580286146711e-09,7.853911032338016e-09
7819,2,24739453,24739454,8.903,1.250259030217719e-09,7.853911032338016e-09
7821,2,24739455,24739456,2.33,0.004677351412871981,0.005842707582426594
7822,2,24739456,24739457,6.36,4.365158322401656e-07,9.58833066803275e-07
7823,2,24739457,24739458,3.496,0.00031915378551007617,0.000435735345247694
7824,2,24739458,24739459,1.437,0.03655947916131248,0.042526231129727705
7825,2,24739459,24739460,6.36,4.365158322401656e-07,9.58833066803275e-07
7826,2,24739460,24739461,1.786,0.016368165214278085,0.01949918732070393
7827,2,24739461,24739462,6.335,4.6238102139926035e-07,9.58833066803275e-07
7828,2,24739462,24739463,6.335,4.6238102139926035e-07,9.58833066803275e-07
7829,2,24739463,24739464,2.749,0.001782378767448089,0.0022883511869712884
7830,2,24739464,24739465,8.903,1.250259030217719e-09,7.853911032338016e-09
7831,2,24739465,24739466,6.335,4.6238102139926035e-07,9.58833066803275e-07
7833,2,24739467,24739468,6.36,4.365158322401656e-07,9.58833066803275e-07
7834,2,24739468,24739469,6.36,4.365158322401656e-07,9.58833066803275e-07
7835,2,24739469,24739470,3.748,0.000178648757485205,0.0002522672519271436
7836,2,24739470,24739471,8.796,1.5995580286146711e-09,7.853911032338016e-09
7837,2,24739471,24739472,8.903,1.250259030217719e-09,7.853911032338016e-09
7838,2,24739472,24739473,1.821,0.015100801541641486,0.018079118495944298
7839,2,24739473,24739474,5.875,1.333521432163324e-06,2.2675928988587995e-06
7840,2,24739474,24739475,8.903,1.250259030217719e-09,7.853911032338016e-09
7846,2,24739480,24739481,7.088,8.165823713585923e-08,2.771305820618801e-07
7847,2,24739481,24739482,1.821,0.015100801541641486,0.018079118495944298
7848,2,24739482,24739483,8.899,1.2618275345906732e-09,7.853911032338016e-09
7849,2,24739483,24739484,8.899,1.2618275345906732e-09,7.853911032338016e-09
7851,2,24739485,24739486,7.024,9.46237161365793e-08,3.0863427492761476e-07
7852,2,24739486,24739487,4.713,1.936421963946607e-05,2.954551694656979e-05
7854,2,24739488,24739489,4.969,1.073989412341244e-05,1.729609553893051e-05
7855,2,24739489,24739490,8.792,1.614358556826487e-09,7.853911032338016e-09
7856,2,24739490,24739491,1.982,0.010423174293933041,0.012690699342284433
7857,2,24739491,24739492,3.689,0.0002046444636724674,0.00028510334674575693
7858,2,24739492,24739493,6.357,4.395416154378243e-07,9.58833066803275e-07
7859,2,24739493,24739494,1.79,0.0162181009735893,0.019332262720219283
7860,2,24739494,24739495,6.332,4.655860935229591e-07,9.58833066803275e-07
7863,2,24739497,24739498,4.711,1.9453600816226613e-05,2.9619135526225058e-05
7864,2,24739498,24739499,6.357,4.395416154378243e-07,9.58833066803275e-07
7865,2,24739499,24739500,8.792,1.614358556826487e-09,7.853911032338016e-09
7866,2,24739500,24739501,2.266,0.005420008904016238,0.0067087619761133
7867,2,24739501,24739502,8.792,1.614358556826487e-09,7.853911032338016e-09
7869,2,24739503,24739504,2.356,0.0044055486350655345,0.005525906851917888
7870,2,24739504,24739505,8.899,1.2618275345906732e-09,7.853911032338016e-09
7873,2,24739507,24739508,8.792,1.614358556826487e-09,7.853911032338016e-09
7874,2,24739508,24739509,8.899,1.2618275345906732e-09,7.853911032338016e-09
7875,2,24739509,24739510,3.71,0.00019498445997580456,0.00027266131007692523
7876,2,24739510,24739511,3.761,0.00017338039977541375,0.00024516619002424504
7877,2,24739511,24739512,4.156,6.982324040771718e-05,0.0001014552920743775
7878,2,24739512,24739513,8.899,1.2618275345906732e-09,7.853911032338016e-09
7879,2,24739513,24739514,6.332,4.655860935229591e-07,9.58833066803275e-07
7880,2,24739514,24739515,3.349,0.0004477133041763623,0.0006032912726523675
7881,2,24739515,24739516,8.899,1.2618275345906732e-09,7.853911032338016e-09
7882,2,24739516,24739517,3.681,0.00020844908830972887,0.00028994674660223627
7884,2,24739518,24739519,8.899,1.2618275345906732e-09,7.853911032338016e-09
7885,2,24739519,24739520,6.332,4.655860935229591e-07,9.58833066803275e-07
7887,2,24739521,24739522,2.327,0.004709773263969529,0.0058801850363680444
7888,2,24739522,24739523,4.744,1.80301774085957e-05,2.808755222781237e-05
7890,2,24739524,24739525,1.841,0.014421153515248688,0.017321955136651652
7891,2,24739525,24739526,7.107,7.816278045883292e-08,2.677447040981481e-07
7893,2,24739527,24739528,7.121,7.568328950209735e-08,2.6258211951985707e-07
7894,2,24739528,24739529,8.899,1.2618275345906732e-09,7.853911032338016e-09
7896,2,24739530,24739531,8.899,1.2618275345906732e-09,7.853911032338016e-09
7897,2,24739531,24739532,6.332,4.655860935229591e-07,9.58833066803275e-07
7898,2,24739532,24739533,8.792,1.614358556826487e-09,7.853911032338016e-09
7899,2,24741783,24741784,8.893,1.2793813041575227e-09,7.853911032338016e-09
7900,2,24741784,24741785,8.893,1.2793813041575227e-09,7.853911032338016e-09
7902,2,24741786,24741787,8.893,1.2793813041575227e-09,7.853911032338016e-09
7903,2,24741787,24741788,8.893,1.2793813041575227e-09,7.853911032338016e-09
7905,2,24741789,24741790,2.067,0.008570378452303693,0.010505886655831327
7906,2,24741790,24741791,6.353,4.436086439314328e-07,9.58833066803275e-07
7907,2,24741791,24741792,2.299,0.005023425895223871,0.006242520112542357
7908,2,24741792,24741793,6.328,4.698941086052151e-07,9.58833066803275e-07
7909,2,24741793,24741794,6.328,4.698941086052151e-07,9.58833066803275e-07
7911,2,24741795,24741796,8.786,1.6368165214278103e-09,7.853911032338016e-09
7912,2,24741796,24741797,8.893,1.2793813041575227e-09,7.853911032338016e-09
7914,2,24741798,24741799,8.893,1.2793813041575227e-09,7.853911032338016e-09
7915,2,24741799,24741800,6.328,4.698941086052151e-07,9.58833066803275e-07
7916,2,24741800,24741801,-3.255,0.0005559042572704037,0.0007460790000765142
7917,2,24741801,24741802,6.328,4.698941086052151e-07,9.58833066803275e-07
7918,2,24741802,24741803,6.353,4.436086439314328e-07,9.58833066803275e-07
7919,2,24741803,24741804,8.786,1.6368165214278103e-09,7.853911032338016e-09
7921,2,24741805,24741806,6.353,4.436086439314328e-07,9.58833066803275e-07
7922,2,24741806,24741807,5.681,2.0844908830972887e-06,3.4282487091913876e-06
7923,2,24741807,24741808,8.786,1.6368165214278103e-09,7.853911032338016e-09
7924,2,24741808,24741809,8.893,1.2793813041575227e-09,7.853911032338016e-09
7925,2,24741809,24741810,-3.649,0.00022438819237827662,0.0003109607715189474
7926,2,24741810,24741811,8.893,1.2793813041575227e-09,7.853911032338016e-09
7927,2,24741811,24741812,6.328,4.698941086052151e-07,9.58833066803275e-07
7928,2,24741812,24741813,2.302,0.004988844874600122,0.006201925249159218
7929,2,24741813,24741814,8.893,1.2793813041575227e-09,7.853911032338016e-09
7930,2,24741814,24741815,8.786,1.6368165214278103e-09,7.853911032338016e-09
7932,2,24741816,24741817,8.893,1.2793813041575227e-09,7.853911032338016e-09
7933,2,24741817,24741818,6.328,4.698941086052151e-07,9.58833066803275e-07
7935,2,24741819,24741820,7.092,8.09095899178383e-08,2.748296919588627e-07
7936,2,24741820,24741821,8.786,1.6368165214278103e-09,7.853911032338016e-09
7938,2,24741822,24741823,8.796,1.5995580286146711e-09,7.853911032338016e-09
7939,2,24741823,24741824,6.335,4.6238102139926035e-07,9.58833066803275e-07
7942,2,24741826,24741827,6.36,4.365158322401656e-07,9.58833066803275e-07
7944,2,24741828,24741829,6.36,4.365158322401656e-07,9.58833066803275e-07
7945,2,24741829,24741830,2.801,0.0015812480392703827,0.0020346926292213138
7946,2,24741830,24741831,2.444,0.0035974933515574236,0.004558528625803636
7947,2,24741831,24741832,6.335,4.6238102139926035e-07,9.58833066803275e-07
7948,2,24741832,24741833,4.11,7.762471166286911e-05,0.00011181339967855713
7950,2,24741834,24741835,8.903,1.250259030217719e-09,7.853911032338016e-09
7951,2,24741835,24741836,6.335,4.6238102139926035e-07,9.58833066803275e-07
7952,2,24741836,24741837,-2.408,0.003908408957924021,0.004932891617586286
7953,2,24741837,24741838,8.903,1.250259030217719e-09,7.853911032338016e-09
7954,2,24741838,24741839,6.335,4.6238102139926035e-07,9.58833066803275e-07
7955,2,24741839,24741840,7.033,9.268298233793484e-08,3.062081946638007e-07
7956,2,24741840,24741841,8.903,1.250259030217719e-09,7.853911032338016e-09
7957,2,24741841,24741842,6.335,4.6238102139926035e-07,9.58833066803275e-07
7958,2,24741842,24741843,2.305,0.004954501908047901,0.006161595279402286
7959,2,24741843,24741844,7.078,8.356030182312475e-08,2.819616362976422e-07
7960,2,24741844,24741845,8.796,1.5995580286146711e-09,7.853911032338016e-09
7962,2,24741846,24741847,8.903,1.250259030217719e-09,7.853911032338016e-09
7963,2,24741847,24741848,6.335,4.6238102139926035e-07,9.58833066803275e-07
7964,2,24741848,24741849,5.87,1.3489628825916533e-06,2.289245467943573e-06
7965,2,24741849,24741850,1.81,0.01548816618912481,0.01851893581053771
7966,2,24741850,24741851,5.85,1.4125375446227554e-06,2.3788624928627315e-06
7967,2,24741851,24741852,4.876,1.3304544179780901e-05,2.103775638317177e-05
7968,2,24741852,24741853,8.903,1.250259030217719e-09,7.853911032338016e-09
7969,2,24741853,24741854,6.335,4.6238102139926035e-07,9.58833066803275e-07
7970,2,24741854,24741855,5.783,1.6481623915255069e-06,2.7377378366877773e-06
7971,2,24741855,24741856,6.894,1.2764388088113435e-07,3.9107784052503864e-07
7972,2,24741856,24741857,6.36,4.365158322401656e-07,9.58833066803275e-07
7974,2,24741858,24741859,6.335,4.6238102139926035e-07,9.58833066803275e-07
7975,2,24741859,24741860,6.36,4.365158322401656e-07,9.58833066803275e-07
7977,2,24741861,24741862,8.903,1.250259030217719e-09,7.853911032338016e-09
7978,2,24741862,24741863,6.335,4.6238102139926035e-07,9.58833066803275e-07
7979,2,24741863,24741864,4.124,7.51622894018206e-05,0.00010853983904037419
7980,2,24741864,24741865,8.817,1.5240527537972907e-09,7.853911032338016e-09
7981,2,24741865,24741866,6.275,5.308844442309879e-07,9.74047961610182e-07
7982,2,24741866,24741867,4.132,7.379042301291015e-05,0.00010669347770060327
7983,2,24741867,24741868,8.903,1.250259030217719e-09,7.853911032338016e-09
7984,2,24741868,24741869,6.335,4.6238102139926035e-07,9.58833066803275e-07
7986,2,24741870,24741871,2.598,0.0025234807724805754,0.0032236554966714737
7987,2,24741871,24741872,8.796,1.5995580286146711e-09,7.853911032338016e-09
7988,2,24741872,24741873,2.904,0.0012473835142429433,0.001626509132011639
7989,2,24741873,24741874,8.796,1.5995580286146711e-09,7.853911032338016e-09
7990,2,24741874,24741875,8.903,1.250259030217719e-09,7.853911032338016e-09
7991,2,24741875,24741876,2.391,0.004064433291652128,0.005119842986044207
7992,2,24741876,24741877,4.732,1.8535316234148105e-05,2.8640400027063625e-05
7993,2,24741877,24741878,4.757,1.7498466886246584e-05,2.7382107981431976e-05
7994,2,24741878,24741879,7.009,9.794899854086981e-08,3.15249524686332e-07
